"BehaviorSpace results (NetLogo 5.3.1)"
"MyNamingGame.nlogo"
"experiment"
"09/02/2016 18:26:08:034 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","centrality","Robots?","[step]","stat_1000_robot_percent","stat_1000_remaining_colors","stat_2500_robot_percent","stat_2500_remaining_colors","stat_5000_robot_percent","stat_5000_remaining_colors","stat_gen_robot_percent"
"1119","""page-rank""","29","1542","97.05882352941177","3","100","1","100","1","100"
"1120","""page-rank""","29","1083","100","2","100","1","100","1","100"
"1121","""page-rank""","29","1409","97.05882352941177","3","100","1","100","1","100"
"1118","""page-rank""","29","4483","94.11764705882354","3","97.05882352941177","2","100","1","100"
"1123","""page-rank""","29","1732","97.05882352941177","3","100","1","100","1","100"
"1124","""page-rank""","29","1850","97.05882352941177","2","100","1","100","1","100"
"1125","""page-rank""","29","1955","97.05882352941177","3","100","1","100","1","100"
"1127","""page-rank""","29","1839","91.17647058823529","4","100","1","100","1","100"
"1122","""page-rank""","29","4344","94.11764705882354","3","97.05882352941177","2","100","1","100"
"1128","""page-rank""","29","1661","91.17647058823529","4","100","1","100","1","100"
"1126","""page-rank""","29","2503","97.05882352941177","3","100","2","100","1","100"
"1132","""page-rank""","29","840","100","1","100","1","100","1","100"
"1130","""page-rank""","29","1940","91.17647058823529","3","100","1","100","1","100"
"1131","""page-rank""","29","2306","97.05882352941177","2","100","1","100","1","100"
"1133","""page-rank""","29","1469","97.05882352941177","2","100","1","100","1","100"
"1135","""page-rank""","29","817","100","1","100","1","100","1","100"
"1134","""page-rank""","29","2412","94.11764705882354","3","100","1","100","1","100"
"1129","""page-rank""","29","4473","94.11764705882354","3","94.11764705882354","3","100","1","100"
"1136","""page-rank""","29","2470","94.11764705882354","3","100","1","100","1","100"
"1137","""page-rank""","29","1467","97.05882352941177","3","100","1","100","1","100"
"1138","""page-rank""","29","1701","94.11764705882354","3","100","1","100","1","100"
"1139","""page-rank""","29","2286","94.11764705882354","4","100","1","100","1","100"
"1141","""page-rank""","29","1638","94.11764705882354","4","100","1","100","1","100"
"1143","""page-rank""","29","1062","100","2","100","1","100","1","100"
"1144","""page-rank""","29","880","100","1","100","1","100","1","100"
"1142","""page-rank""","29","2613","91.17647058823529","5","97.05882352941177","2","100","1","100"
"1147","""page-rank""","29","1228","97.05882352941177","2","100","1","100","1","100"
"1145","""page-rank""","29","3336","94.11764705882354","4","97.05882352941177","2","100","1","100"
"1140","""page-rank""","29","5665","94.11764705882354","4","97.05882352941177","2","97.05882352941177","2","100"
"1146","""page-rank""","29","2395","91.17647058823529","4","100","1","100","1","100"
"1149","""page-rank""","29","880","100","1","100","1","100","1","100"
"1148","""page-rank""","29","1647","97.05882352941177","3","100","1","100","1","100"
"1151","""page-rank""","29","1476","97.05882352941177","3","100","1","100","1","100"
"1150","""page-rank""","29","2193","94.11764705882354","3","100","1","100","1","100"
"1152","""page-rank""","29","1480","88.23529411764706","5","100","1","100","1","100"
"1153","""page-rank""","29","2074","88.23529411764706","3","100","1","100","1","100"
"1155","""page-rank""","29","913","100","1","100","1","100","1","100"
"1156","""page-rank""","29","1293","97.05882352941177","3","100","1","100","1","100"
"1157","""page-rank""","29","825","100","1","100","1","100","1","100"
"1154","""page-rank""","29","2130","94.11764705882354","3","100","1","100","1","100"
"1161","""page-rank""","29","830","100","1","100","1","100","1","100"
"1158","""page-rank""","29","2187","97.05882352941177","2","100","1","100","1","100"
"1159","""page-rank""","29","1905","97.05882352941177","2","100","1","100","1","100"
"1163","""page-rank""","29","1223","97.05882352941177","3","100","1","100","1","100"
"1164","""page-rank""","29","956","100","1","100","1","100","1","100"
"1162","""page-rank""","29","1909","97.05882352941177","2","100","1","100","1","100"
"1166","""page-rank""","29","761","100","1","100","1","100","1","100"
"1167","""page-rank""","29","1029","97.05882352941177","2","100","1","100","1","100"
"1160","""page-rank""","29","4429","94.11764705882354","3","94.11764705882354","3","100","1","100"
"1168","""page-rank""","29","1113","97.05882352941177","2","100","1","100","1","100"
"1165","""page-rank""","29","2016","94.11764705882354","3","100","1","100","1","100"
"1170","""page-rank""","29","654","100","1","100","1","100","1","100"
"1172","""page-rank""","29","705","100","1","100","1","100","1","100"
"1173","""page-rank""","29","720","100","1","100","1","100","1","100"
"1171","""page-rank""","29","2494","97.05882352941177","3","100","1","100","1","100"
"1175","""page-rank""","29","1580","94.11764705882354","3","100","1","100","1","100"
"1174","""page-rank""","29","2246","94.11764705882354","4","100","1","100","1","100"
"1176","""page-rank""","29","1061","94.11764705882354","2","100","1","100","1","100"
"1169","""page-rank""","29","5270","97.05882352941177","2","97.05882352941177","2","97.05882352941177","2","100"
"1178","""page-rank""","29","1023","100","2","100","1","100","1","100"
"1177","""page-rank""","29","1794","97.05882352941177","3","100","1","100","1","100"
"1179","""page-rank""","29","3852","91.17647058823529","4","97.05882352941177","2","100","1","100"
"1182","""page-rank""","29","2485","97.05882352941177","3","100","1","100","1","100"
"1181","""page-rank""","29","3049","97.05882352941177","3","97.05882352941177","2","100","1","100"
"1180","""page-rank""","29","4300","91.17647058823529","4","97.05882352941177","2","100","1","100"
"1183","""page-rank""","29","1616","94.11764705882354","3","100","1","100","1","100"
"1184","""page-rank""","29","1768","94.11764705882354","4","100","1","100","1","100"
"1186","""page-rank""","29","1568","94.11764705882354","4","100","1","100","1","100"
"1185","""page-rank""","29","3269","94.11764705882354","3","97.05882352941177","2","100","1","100"
"1187","""page-rank""","29","3187","91.17647058823529","4","97.05882352941177","3","100","1","100"
"1189","""page-rank""","29","2198","91.17647058823529","3","100","1","100","1","100"
"1191","""page-rank""","29","817","100","1","100","1","100","1","100"
"1190","""page-rank""","29","1368","97.05882352941177","3","100","1","100","1","100"
"1194","""page-rank""","29","853","100","1","100","1","100","1","100"
"1192","""page-rank""","29","2338","91.17647058823529","2","100","1","100","1","100"
"1193","""page-rank""","29","2020","94.11764705882354","3","100","1","100","1","100"
"1196","""page-rank""","29","902","100","1","100","1","100","1","100"
"1188","""page-rank""","29","6908","91.17647058823529","5","97.05882352941177","2","97.05882352941177","2","100"
"1195","""page-rank""","29","1518","97.05882352941177","2","100","1","100","1","100"
"1198","""page-rank""","29","1125","100","2","100","1","100","1","100"
"1197","""page-rank""","29","2384","91.17647058823529","5","100","1","100","1","100"
"1200","""page-rank""","29","2354","94.11764705882354","4","100","1","100","1","100"
"1201","""closeness-centrality""","0","1849","0","3","0","1","0","1","0"
"1199","""page-rank""","29","3837","94.11764705882354","4","97.05882352941177","2","100","1","100"
"1203","""closeness-centrality""","0","1724","0","5","0","1","0","1","0"
"1202","""closeness-centrality""","0","4020","0","5","0","3","0","1","0"
"1207","""closeness-centrality""","0","3437","0","5","0","3","0","1","0"
"1206","""closeness-centrality""","0","4592","0","4","0","5","0","1","0"
"1204","""closeness-centrality""","0","9169","0","4","0","3","0","3","0"
"1205","""closeness-centrality""","0","8834","0","4","0","2","0","3","0"
"1208","""closeness-centrality""","0","3476","0","4","0","3","0","1","0"
"1210","""closeness-centrality""","0","6505","0","3","0","2","0","2","0"
"1209","""closeness-centrality""","0","8304","0","5","0","4","0","3","0"
"1212","""closeness-centrality""","0","8041","0","6","0","4","0","3","0"
"1214","""closeness-centrality""","0","2007","0","4","0","1","0","1","0"
"1211","""closeness-centrality""","0","10654","0","5","0","3","0","3","0"
"1216","""closeness-centrality""","0","4221","0","5","0","4","0","1","0"
"1218","""closeness-centrality""","0","2070","0","8","0","1","0","1","0"
"1213","""closeness-centrality""","0","16971","0","4","0","3","0","3","0"
"1215","""closeness-centrality""","0","13790","0","6","0","5","0","3","0"
"1219","""closeness-centrality""","0","8008","0","5","0","2","0","3","0"
"1221","""closeness-centrality""","0","7531","0","6","0","5","0","4","0"
"1217","""closeness-centrality""","0","20536","0","4","0","4","0","3","0"
"1220","""closeness-centrality""","0","12510","0","4","0","3","0","3","0"
"1224","""closeness-centrality""","0","4640","0","5","0","3","0","1","0"
"1222","""closeness-centrality""","0","10932","0","5","0","3","0","2","0"
"1223","""closeness-centrality""","0","8988","0","6","0","2","0","2","0"
"1225","""closeness-centrality""","0","4445","0","4","0","3","0","1","0"
"1227","""closeness-centrality""","0","3707","0","2","0","3","0","1","0"
"1226","""closeness-centrality""","0","4270","0","3","0","3","0","1","0"
"1229","""closeness-centrality""","0","2866","0","4","0","3","0","1","0"
"1230","""closeness-centrality""","0","4489","0","5","0","3","0","1","0"
"1228","""closeness-centrality""","0","6162","0","5","0","3","0","3","0"
"1233","""closeness-centrality""","0","971","0","1","0","1","0","1","0"
"1231","""closeness-centrality""","0","12191","0","6","0","4","0","4","0"
"1232","""closeness-centrality""","0","9970","0","4","0","4","0","3","0"
"1234","""closeness-centrality""","0","8719","0","5","0","3","0","3","0"
"1237","""closeness-centrality""","0","1758","0","3","0","1","0","1","0"
"1239","""closeness-centrality""","0","4212","0","5","0","3","0","1","0"
"1240","""closeness-centrality""","0","2026","0","3","0","1","0","1","0"
"1236","""closeness-centrality""","0","10631","0","5","0","4","0","2","0"
"1235","""closeness-centrality""","0","18740","0","7","0","4","0","3","0"
"1238","""closeness-centrality""","0","13294","0","5","0","3","0","2","0"
"1241","""closeness-centrality""","0","5836","0","5","0","3","0","3","0"
"1243","""closeness-centrality""","0","2269","0","5","0","1","0","1","0"
"1245","""closeness-centrality""","0","5454","0","6","0","3","0","3","0"
"1244","""closeness-centrality""","0","11796","0","6","0","2","0","2","0"
"1246","""closeness-centrality""","0","9421","0","4","0","3","0","3","0"
"1242","""closeness-centrality""","0","15969","0","6","0","4","0","2","0"
"1248","""closeness-centrality""","0","5651","0","5","0","3","0","3","0"
"1250","""closeness-centrality""","0","8054","0","6","0","3","0","3","0"
"1249","""closeness-centrality""","0","9587","0","4","0","4","0","3","0"
"1251","""closeness-centrality""","0","4451","0","7","0","3","0","1","0"
"1252","""closeness-centrality""","0","2651","0","6","0","3","0","1","0"
"1247","""closeness-centrality""","0","19456","0","4","0","4","0","3","0"
"1254","""closeness-centrality""","0","6324","0","5","0","3","0","3","0"
"1253","""closeness-centrality""","0","8366","0","5","0","4","0","3","0"
"1255","""closeness-centrality""","0","11171","0","4","0","3","0","3","0"
"1257","""closeness-centrality""","0","5757","0","5","0","4","0","3","0"
"1258","""closeness-centrality""","0","4534","0","6","0","2","0","1","0"
"1259","""closeness-centrality""","0","1465","0","5","0","1","0","1","0"
"1260","""closeness-centrality""","0","3326","0","3","0","2","0","1","0"
"1261","""closeness-centrality""","0","2533","0","5","0","2","0","1","0"
"1256","""closeness-centrality""","0","12736","0","6","0","3","0","3","0"
"1262","""closeness-centrality""","0","3582","0","5","0","3","0","1","0"
"1264","""closeness-centrality""","0","2097","0","6","0","1","0","1","0"
"1263","""closeness-centrality""","0","3184","0","5","0","2","0","1","0"
"1267","""closeness-centrality""","0","1937","0","5","0","1","0","1","0"
"1268","""closeness-centrality""","0","5218","0","5","0","3","0","2","0"
"1265","""closeness-centrality""","0","8528","0","4","0","3","0","2","0"
"1271","""closeness-centrality""","0","2290","0","6","0","1","0","1","0"
"1266","""closeness-centrality""","0","11021","0","4","0","2","0","3","0"
"1272","""closeness-centrality""","0","3737","0","6","0","3","0","1","0"
"1273","""closeness-centrality""","0","6367","0","6","0","3","0","2","0"
"1275","""closeness-centrality""","0","2590","0","4","0","3","0","1","0"
"1274","""closeness-centrality""","0","7262","0","6","0","5","0","3","0"
"1269","""closeness-centrality""","0","20831","0","4","0","4","0","3","0"
"1276","""closeness-centrality""","0","4557","0","6","0","4","0","1","0"
"1270","""closeness-centrality""","0","20020","0","5","0","2","0","3","0"
"1278","""closeness-centrality""","0","1731","0","4","0","1","0","1","0"
"1277","""closeness-centrality""","0","4483","0","4","0","2","0","1","0"
"1280","""closeness-centrality""","0","1933","0","3","0","1","0","1","0"
"1282","""closeness-centrality""","0","1106","0","3","0","1","0","1","0"
"1281","""closeness-centrality""","0","3243","0","4","0","2","0","1","0"
"1284","""closeness-centrality""","0","1890","0","4","0","1","0","1","0"
"1279","""closeness-centrality""","0","7140","0","5","0","3","0","2","0"
"1283","""closeness-centrality""","0","4733","0","4","0","2","0","1","0"
"1286","""closeness-centrality""","0","1797","0","3","0","1","0","1","0"
"1288","""closeness-centrality""","0","4245","0","6","0","4","0","1","0"
"1287","""closeness-centrality""","0","5847","0","3","0","3","0","3","0"
"1285","""closeness-centrality""","0","7722","0","5","0","3","0","2","0"
"1291","""closeness-centrality""","0","4309","0","5","0","4","0","1","0"
"1289","""closeness-centrality""","0","10721","0","6","0","4","0","3","0"
"1292","""closeness-centrality""","0","9503","0","7","0","4","0","4","0"
"1294","""closeness-centrality""","0","7510","0","5","0","2","0","2","0"
"1295","""closeness-centrality""","0","4657","0","7","0","4","0","1","0"
"1290","""closeness-centrality""","0","17682","0","5","0","3","0","3","0"
"1297","""closeness-centrality""","0","1149","0","2","0","1","0","1","0"
"1298","""closeness-centrality""","0","1310","0","4","0","1","0","1","0"
"1293","""closeness-centrality""","0","15667","0","4","0","4","0","2","0"
"1300","""closeness-centrality""","0","1329","0","4","0","1","0","1","0"
"1296","""closeness-centrality""","0","6136","0","5","0","3","0","3","0"
"1299","""closeness-centrality""","0","5748","0","5","0","2","0","3","0"
"1302","""closeness-centrality""","2","6574","44.11764705882353","6","73.52941176470588","4","82.3529411764706","2","100"
"1301","""closeness-centrality""","2","7624","20.58823529411765","7","20.58823529411765","6","0","3","0"
"1305","""closeness-centrality""","2","2816","55.88235294117647","5","97.05882352941177","2","100","1","100"
"1303","""closeness-centrality""","2","8018","0","5","8.823529411764707","5","11.764705882352942","4","0"
"1307","""closeness-centrality""","2","6060","2.9411764705882355","8","0","3","14.705882352941176","2","0"
"1304","""closeness-centrality""","2","12259","11.764705882352942","7","14.705882352941176","6","88.23529411764706","4","100"
"1308","""closeness-centrality""","2","8271","2.9411764705882355","7","0","4","11.764705882352942","5","0"
"1306","""closeness-centrality""","2","13329","8.823529411764707","4","8.823529411764707","5","23.529411764705884","4","0"
"1309","""closeness-centrality""","2","4321","17.647058823529413","7","85.29411764705883","2","100","1","100"
"1311","""closeness-centrality""","2","1495","2.9411764705882355","4","0","1","0","1","0"
"1314","""closeness-centrality""","2","2694","0","6","8.823529411764707","2","0","1","0"
"1312","""closeness-centrality""","2","4812","26.470588235294116","7","44.11764705882353","3","100","1","100"
"1313","""closeness-centrality""","2","6425","44.11764705882353","5","50","3","76.47058823529412","3","100"
"1310","""closeness-centrality""","2","11434","8.823529411764707","6","38.23529411764706","4","44.11764705882353","3","100"
"1315","""closeness-centrality""","2","4618","20.58823529411765","5","14.705882352941176","4","0","1","0"
"1317","""closeness-centrality""","2","5190","0","4","0","3","2.9411764705882355","3","0"
"1319","""closeness-centrality""","2","4430","8.823529411764707","7","0","2","0","1","0"
"1316","""closeness-centrality""","2","12689","14.705882352941176","8","41.1764705882353","3","41.1764705882353","3","0"
"1320","""closeness-centrality""","2","7745","11.764705882352942","8","35.294117647058826","5","85.29411764705883","2","100"
"1321","""closeness-centrality""","2","8443","11.764705882352942","6","20.58823529411765","3","64.70588235294117","3","100"
"1322","""closeness-centrality""","2","4648","11.764705882352942","7","5.882352941176471","4","0","1","0"
"1323","""closeness-centrality""","2","3901","41.1764705882353","7","70.58823529411765","4","100","1","100"
"1324","""closeness-centrality""","2","7640","23.529411764705884","6","38.23529411764706","4","41.1764705882353","2","100"
"1325","""closeness-centrality""","2","7739","38.23529411764706","5","29.41176470588235","4","14.705882352941176","4","0"
"1326","""closeness-centrality""","2","7535","8.823529411764707","4","8.823529411764707","4","76.47058823529412","3","100"
"1328","""closeness-centrality""","2","2204","44.11764705882353","5","100","1","100","1","100"
"1327","""closeness-centrality""","2","5065","0","3","32.35294117647059","4","100","2","100"
"1331","""closeness-centrality""","2","6260","5.882352941176471","5","23.529411764705884","5","11.764705882352942","4","0"
"1330","""closeness-centrality""","2","8802","38.23529411764706","6","50","3","50","2","100"
"1329","""closeness-centrality""","2","14920","11.764705882352942","4","47.05882352941177","4","29.41176470588235","4","100"
"1334","""closeness-centrality""","2","9376","5.882352941176471","5","2.9411764705882355","5","23.529411764705884","4","0"
"1332","""closeness-centrality""","2","14554","5.882352941176471","5","5.882352941176471","3","2.9411764705882355","3","100"
"1335","""closeness-centrality""","2","4645","5.882352941176471","4","11.764705882352942","4","0","1","0"
"1336","""closeness-centrality""","2","4235","41.1764705882353","6","79.41176470588235","3","100","1","100"
"1338","""closeness-centrality""","2","6737","2.9411764705882355","5","2.9411764705882355","3","17.647058823529413","4","0"
"1318","""closeness-centrality""","2","61821","11.764705882352942","7","14.705882352941176","5","5.882352941176471","3","100"
"1339","""closeness-centrality""","2","7037","5.882352941176471","7","70.58823529411765","4","91.17647058823529","3","100"
"1340","""closeness-centrality""","2","3369","23.529411764705884","8","97.05882352941177","3","100","1","100"
"1337","""closeness-centrality""","2","17339","0","3","26.470588235294116","4","41.1764705882353","3","100"
"1341","""closeness-centrality""","2","3740","14.705882352941176","6","64.70588235294117","5","100","1","100"
"1342","""closeness-centrality""","2","3300","8.823529411764707","5","20.58823529411765","4","0","1","0"
"1343","""closeness-centrality""","2","3410","35.294117647058826","5","79.41176470588235","4","100","1","100"
"1345","""closeness-centrality""","2","2988","11.764705882352942","7","5.882352941176471","3","0","1","0"
"1344","""closeness-centrality""","2","6166","20.58823529411765","7","2.9411764705882355","3","29.41176470588235","3","0"
"1347","""closeness-centrality""","2","7733","23.529411764705884","6","38.23529411764706","2","55.88235294117647","3","0"
"1346","""closeness-centrality""","2","12441","11.764705882352942","6","23.529411764705884","4","26.470588235294116","3","0"
"1348","""closeness-centrality""","2","14514","17.647058823529413","5","55.88235294117647","3","35.294117647058826","3","100"
"1333","""closeness-centrality""","2","64207","2.9411764705882355","5","2.9411764705882355","5","0","2","0"
"1349","""closeness-centrality""","2","10713","14.705882352941176","6","14.705882352941176","6","20.58823529411765","4","0"
"1350","""closeness-centrality""","2","10070","23.529411764705884","5","5.882352941176471","3","5.882352941176471","4","0"
"1353","""closeness-centrality""","2","2145","2.9411764705882355","5","0","1","0","1","0"
"1354","""closeness-centrality""","2","11566","8.823529411764707","5","0","2","0","3","0"
"1351","""closeness-centrality""","2","15055","5.882352941176471","7","47.05882352941177","4","58.8235294117647","3","0"
"1352","""closeness-centrality""","2","16847","0","5","38.23529411764706","3","64.70588235294117","3","100"
"1358","""closeness-centrality""","2","5651","5.882352941176471","5","61.76470588235294","5","88.23529411764706","3","100"
"1357","""closeness-centrality""","2","11730","11.764705882352942","6","0","3","50","4","0"
"1359","""closeness-centrality""","2","5205","8.823529411764707","4","5.882352941176471","4","8.823529411764707","3","0"
"1356","""closeness-centrality""","2","17806","2.9411764705882355","5","5.882352941176471","4","29.41176470588235","3","100"
"1355","""closeness-centrality""","2","28668","5.882352941176471","6","5.882352941176471","5","5.882352941176471","3","100"
"1360","""closeness-centrality""","2","10054","14.705882352941176","6","47.05882352941177","3","55.88235294117647","2","100"
"1364","""closeness-centrality""","2","1512","0","4","0","1","0","1","0"
"1362","""closeness-centrality""","2","10234","0","6","35.294117647058826","6","55.88235294117647","2","100"
"1361","""closeness-centrality""","2","17546","5.882352941176471","5","20.58823529411765","4","0","2","100"
"1363","""closeness-centrality""","2","15757","20.58823529411765","7","5.882352941176471","6","2.9411764705882355","3","100"
"1368","""closeness-centrality""","2","3685","11.764705882352942","9","8.823529411764707","4","0","1","0"
"1365","""closeness-centrality""","2","16145","14.705882352941176","6","2.9411764705882355","5","14.705882352941176","4","0"
"1367","""closeness-centrality""","2","20997","14.705882352941176","5","38.23529411764706","4","26.470588235294116","3","0"
"1369","""closeness-centrality""","2","9129","26.470588235294116","6","35.294117647058826","5","2.9411764705882355","3","100"
"1371","""closeness-centrality""","2","5117","55.88235294117647","6","91.17647058823529","3","88.23529411764706","2","100"
"1370","""closeness-centrality""","2","16534","0","7","2.9411764705882355","3","26.470588235294116","4","100"
"1366","""closeness-centrality""","2","34487","8.823529411764707","6","8.823529411764707","4","2.9411764705882355","4","100"
"1372","""closeness-centrality""","2","9538","35.294117647058826","7","14.705882352941176","4","8.823529411764707","4","0"
"1375","""closeness-centrality""","2","1913","11.764705882352942","6","0","1","0","1","0"
"1373","""closeness-centrality""","2","9025","8.823529411764707","6","11.764705882352942","4","2.9411764705882355","3","0"
"1376","""closeness-centrality""","2","6357","8.823529411764707","5","76.47058823529412","4","61.76470588235294","3","100"
"1378","""closeness-centrality""","2","4436","64.70588235294117","5","85.29411764705883","3","100","1","100"
"1374","""closeness-centrality""","2","16490","8.823529411764707","4","17.647058823529413","4","32.35294117647059","4","100"
"1379","""closeness-centrality""","2","6597","23.529411764705884","5","44.11764705882353","3","67.6470588235294","3","100"
"1381","""closeness-centrality""","2","5606","8.823529411764707","7","2.9411764705882355","3","2.9411764705882355","3","0"
"1382","""closeness-centrality""","2","7053","8.823529411764707","6","8.823529411764707","3","52.94117647058823","3","100"
"1383","""closeness-centrality""","2","2558","8.823529411764707","6","5.882352941176471","2","0","1","0"
"1385","""closeness-centrality""","2","1297","23.529411764705884","5","0","1","0","1","0"
"1384","""closeness-centrality""","2","3257","17.647058823529413","5","2.9411764705882355","3","0","1","0"
"1377","""closeness-centrality""","2","27284","0","6","17.647058823529413","6","38.23529411764706","4","100"
"1380","""closeness-centrality""","2","20807","2.9411764705882355","5","50","4","44.11764705882353","3","100"
"1387","""closeness-centrality""","2","3157","11.764705882352942","5","0","2","0","1","0"
"1390","""closeness-centrality""","2","4734","5.882352941176471","5","0","2","0","1","0"
"1386","""closeness-centrality""","2","11603","5.882352941176471","5","2.9411764705882355","4","20.58823529411765","3","100"
"1388","""closeness-centrality""","2","13996","8.823529411764707","4","14.705882352941176","4","29.41176470588235","3","100"
"1391","""closeness-centrality""","2","6689","5.882352941176471","5","55.88235294117647","4","85.29411764705883","2","100"
"1392","""closeness-centrality""","2","8811","32.35294117647059","6","47.05882352941177","3","58.8235294117647","3","100"
"1389","""closeness-centrality""","2","22631","0","5","0","3","41.1764705882353","4","100"
"1394","""closeness-centrality""","2","7852","2.9411764705882355","6","0","3","2.9411764705882355","3","0"
"1393","""closeness-centrality""","2","11146","2.9411764705882355","4","14.705882352941176","5","11.764705882352942","5","0"
"1397","""closeness-centrality""","2","5766","8.823529411764707","5","8.823529411764707","4","8.823529411764707","4","0"
"1395","""closeness-centrality""","2","12223","2.9411764705882355","4","20.58823529411765","5","5.882352941176471","3","100"
"1400","""closeness-centrality""","2","8439","5.882352941176471","4","11.764705882352942","4","0","3","0"
"1396","""closeness-centrality""","2","17884","11.764705882352942","7","2.9411764705882355","4","0","4","0"
"1398","""closeness-centrality""","2","20558","20.58823529411765","6","29.41176470588235","5","20.58823529411765","4","100"
"1402","""closeness-centrality""","15","3585","82.3529411764706","4","85.29411764705883","2","100","1","100"
"1404","""closeness-centrality""","15","1457","88.23529411764706","4","100","1","100","1","100"
"1399","""closeness-centrality""","2","17798","11.764705882352942","7","11.764705882352942","4","35.294117647058826","4","100"
"1405","""closeness-centrality""","15","4530","79.41176470588235","3","79.41176470588235","2","100","1","100"
"1401","""closeness-centrality""","15","13760","76.47058823529412","3","88.23529411764706","3","85.29411764705883","3","100"
"1406","""closeness-centrality""","15","5489","64.70588235294117","7","85.29411764705883","2","94.11764705882354","3","100"
"1409","""closeness-centrality""","15","1788","88.23529411764706","5","100","1","100","1","100"
"1407","""closeness-centrality""","15","7656","76.47058823529412","4","88.23529411764706","3","85.29411764705883","2","100"
"1408","""closeness-centrality""","15","5669","67.6470588235294","5","85.29411764705883","3","85.29411764705883","2","100"
"1403","""closeness-centrality""","15","15385","73.52941176470588","4","82.3529411764706","2","91.17647058823529","3","100"
"1411","""closeness-centrality""","15","1518","91.17647058823529","3","100","1","100","1","100"
"1410","""closeness-centrality""","15","3136","79.41176470588235","4","85.29411764705883","2","100","1","100"
"1412","""closeness-centrality""","15","3811","58.8235294117647","6","85.29411764705883","3","100","1","100"
"1415","""closeness-centrality""","15","2202","67.6470588235294","3","100","1","100","1","100"
"1414","""closeness-centrality""","15","4575","82.3529411764706","3","91.17647058823529","3","100","1","100"
"1413","""closeness-centrality""","15","12430","85.29411764705883","2","91.17647058823529","3","85.29411764705883","3","100"
"1418","""closeness-centrality""","15","6926","76.47058823529412","5","97.05882352941177","2","97.05882352941177","2","100"
"1416","""closeness-centrality""","15","8266","70.58823529411765","6","82.3529411764706","4","85.29411764705883","2","100"
"1420","""closeness-centrality""","15","1759","94.11764705882354","4","100","1","100","1","100"
"1421","""closeness-centrality""","15","2798","67.6470588235294","4","94.11764705882354","4","100","1","100"
"1419","""closeness-centrality""","15","5149","73.52941176470588","5","85.29411764705883","2","97.05882352941177","3","100"
"1423","""closeness-centrality""","15","2482","82.3529411764706","3","100","1","100","1","100"
"1417","""closeness-centrality""","15","16037","70.58823529411765","4","85.29411764705883","2","85.29411764705883","2","100"
"1422","""closeness-centrality""","15","6927","58.8235294117647","4","94.11764705882354","3","85.29411764705883","2","100"
"1425","""closeness-centrality""","15","3482","91.17647058823529","5","97.05882352941177","2","100","1","100"
"1426","""closeness-centrality""","15","1390","79.41176470588235","4","100","1","100","1","100"
"1427","""closeness-centrality""","15","4287","70.58823529411765","5","88.23529411764706","4","100","1","100"
"1429","""closeness-centrality""","15","3221","91.17647058823529","3","97.05882352941177","3","100","1","100"
"1428","""closeness-centrality""","15","6035","85.29411764705883","4","85.29411764705883","2","85.29411764705883","2","100"
"1430","""closeness-centrality""","15","2152","85.29411764705883","4","100","1","100","1","100"
"1433","""closeness-centrality""","15","3669","70.58823529411765","4","97.05882352941177","2","100","1","100"
"1432","""closeness-centrality""","15","5623","70.58823529411765","5","85.29411764705883","2","85.29411764705883","3","100"
"1424","""closeness-centrality""","15","16272","70.58823529411765","4","94.11764705882354","3","85.29411764705883","2","100"
"1435","""closeness-centrality""","15","1278","88.23529411764706","5","100","1","100","1","100"
"1434","""closeness-centrality""","15","8870","85.29411764705883","4","97.05882352941177","2","82.3529411764706","2","100"
"1436","""closeness-centrality""","15","7025","79.41176470588235","5","85.29411764705883","3","85.29411764705883","2","100"
"1438","""closeness-centrality""","15","2493","73.52941176470588","4","100","1","100","1","100"
"1431","""closeness-centrality""","15","17118","82.3529411764706","4","85.29411764705883","3","85.29411764705883","2","100"
"1437","""closeness-centrality""","15","9871","79.41176470588235","4","79.41176470588235","4","82.3529411764706","2","100"
"1440","""closeness-centrality""","15","2125","58.8235294117647","6","100","1","100","1","100"
"1441","""closeness-centrality""","15","4515","58.8235294117647","10","79.41176470588235","3","100","1","100"
"1442","""closeness-centrality""","15","5412","67.6470588235294","5","85.29411764705883","3","88.23529411764706","3","100"
"1444","""closeness-centrality""","15","1788","79.41176470588235","4","100","1","100","1","100"
"1446","""closeness-centrality""","15","921","100","1","100","1","100","1","100"
"1443","""closeness-centrality""","15","8134","61.76470588235294","4","73.52941176470588","3","85.29411764705883","3","100"
"1445","""closeness-centrality""","15","4074","82.3529411764706","5","94.11764705882354","4","100","1","100"
"1447","""closeness-centrality""","15","4848","82.3529411764706","5","79.41176470588235","3","100","1","100"
"1448","""closeness-centrality""","15","6825","55.88235294117647","7","70.58823529411765","4","85.29411764705883","2","100"
"1449","""closeness-centrality""","15","7528","73.52941176470588","6","85.29411764705883","2","88.23529411764706","3","100"
"1450","""closeness-centrality""","15","3753","79.41176470588235","5","85.29411764705883","2","100","1","100"
"1451","""closeness-centrality""","15","2408","94.11764705882354","3","100","1","100","1","100"
"1439","""closeness-centrality""","15","23806","73.52941176470588","5","85.29411764705883","3","85.29411764705883","3","100"
"1452","""closeness-centrality""","15","2546","82.3529411764706","3","100","2","100","1","100"
"1455","""closeness-centrality""","15","3039","76.47058823529412","5","94.11764705882354","3","100","1","100"
